_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ltfen_en_yakn_anlam_seiniz,ltfen_en_yakn_anlam_seiniz:confidence,ltfen_en_yakn_anlam_seiniz_gold,meaning_example1,meaning_example10,meaning_example11,meaning_example12,meaning_example13,meaning_example14,meaning_example15,meaning_example16,meaning_example17,meaning_example2,meaning_example3,meaning_example4,meaning_example5,meaning_example6,meaning_example7,meaning_example8,meaning_example9,predicate,predicate_no,sentence,sid
759007010,false,finalized,3,7/27/2015 13:45:54,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),658,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,"Drugstore'da alışveriş yapanların yüzde 91'i ambalajın önyüzünü , yüzde 42'si arkasını , yüzde 8'i de yan yüzlerini okuyor . ",4799
759007011,false,finalized,3,7/27/2015 14:28:09,Yazılmış bir şeyi okumak (Çocuklara kitaptan bir masal okudu.),1.0,,Yazılmış bir şeyi okumak (Çocuklara kitaptan bir masal okudu.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Meydan okumak (Topu yerde bir iki kere sektirdikten sonra, hepimize meydan okudu.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,oku,1,"Drugstore'da alışveriş yapanların yüzde 91'i ambalajın önyüzünü , yüzde 42'si arkasını , yüzde 8'i de yan yüzlerini okuyor . ",4799
759007012,false,finalized,3,7/27/2015 14:48:53,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",1.0,,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Ad vermek (Muşmulaya döngel de derler.),Bir dilde karşılığı olmak,"Herhangi bir kanıya, yargıya varmak (Bu işe herkes ne der?)",N.A,N.A,N.A,N.A,N.A,de,1,"Gayet iyisin , dedim . ",4801
759007013,false,finalized,3,7/27/2015 12:52:19,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),1.0,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,Akkaya'nın yapılan muayene sonucunda şiddetli karın ağrısının apandisit ve rahminde patlayan kistten kaynaklandığı anlaşıldı . ,4803
759007014,false,finalized,3,7/27/2015 14:54:28,"İnfilak etmek (Gözlerim gene ayakkabılarıma kaydı, yanları patlamıştı.)",0.6639,,"İnfilak etmek (Gözlerim gene ayakkabılarıma kaydı, yanları patlamıştı.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Çok sıkılmak, sıkıntı ve sabırsızlığını belli etmek (Sanıyorum ki istimi fazla gelmiş kazanlar gibi hırslarından patlayacaklar.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,patla,1,Akkaya'nın yapılan muayene sonucunda şiddetli karın ağrısının apandisit ve rahminde patlayan kistten kaynaklandığı anlaşıldı . ,4803
759007015,false,finalized,3,7/27/2015 14:09:13,Başlatmak (İnternet üzerinden çeşitli servisleri hizmete açtık.),1.0,,"Bir şeyi kapalı durumdan açık duruma getirmek (Burası beni açmadı, başka yere gidelim.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Başlatmak (İnternet üzerinden çeşitli servisleri hizmete açtık.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,aç,1,PKK Ateş Açtı başlığı ise içerde kullanılmış . ,4804
759007016,false,finalized,3,7/27/2015 14:15:04,"Yapmak anlamında olan Yardımcı Fiil (yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek)",1.0,,"Bir işi meslek gibi yapmak (Şemsi, sıra düştükçe emlak komisyonculuğu ediyordu.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Bulmak, erişmek (Hemşerileri gelir, kemençe gibi bir çalgıyla sabahı ederlerdi.)","Birini bir şeyden yoksun bırakmak (Doping, Ali Gürbüz'ü altın kemerden etti.)","Eşit değer kazanmak (Üç artı iki, beş eder.)","Kötülükte bulunmak (Ah, iki bardak süt sen bana neler ettin?)","Yapmak anlamında olan Yardımcı Fiil (yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek)",N.A,N.A,N.A,et,1,"Zeynep , onlara bir şekilde yardım etmeliyiz . ",4805
759007017,false,finalized,3,7/27/2015 14:52:13,Yerinden ayrılmak (Terazinin bir gözü inince öbürü kalkar.),1.0,,Yerinden ayrılmak (Terazinin bir gözü inince öbürü kalkar.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Yola çıkmak (Tren saat onda kalktı.),"Varlığı, hayatı son bulmak (Halifelik kalktı.)","Girişmek, başlamak",N.A,N.A,N.A,N.A,N.A,kalk,1,"Hey , Ömer , kalk oğlum , geç kalmışız . ",4808
759007018,false,finalized,3,7/27/2015 14:51:05,Hiçbiri,1.0,,"Dışarıdan içeriye geçmek (Birlikte kiliseden içeri giriyoruz, ben topallıyorum.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Sığmak (Elim bu eldivene girmiyor.),Katılmak (Bugün edebiyat imtihanına girdim.),Erişmek (yaş olarak) (Yirmisine girdi.),"Karışmak, eklenmek (Devreye girmek, araya girmek)",Bir duruma geçmek (Şoka girdim.),N.A,N.A,N.A,gir,1,Nusret Senem : Şimdi raporların detayına girdiğimiz zaman kuşkularımızı çok yoğunlaştıran noktalar oldu . ,4809
759007019,false,finalized,3,7/27/2015 14:35:28,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",1.0,,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Ad vermek (Muşmulaya döngel de derler.),Bir dilde karşılığı olmak,"Herhangi bir kanıya, yargıya varmak (Bu işe herkes ne der?)",N.A,N.A,N.A,N.A,N.A,de,1,"O kolay , dedi Katana , ben taşırım . ",4810
759007020,false,finalized,3,7/27/2015 15:00:03,"Bir şeyi bir yerden alıp başka bir yere götürmek (Facebook, sosyal paylaşım sitelerini adeta farklı bir boyuta taşıdı.)",1.0,,"Bir şeyi bir yerden alıp başka bir yere götürmek (Facebook, sosyal paylaşım sitelerini adeta farklı bir boyuta taşıdı.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Sahip olmak, özellik olarak bulundurmak (Kelimeler büyük önem taşıyor.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,taşı,1,"O kolay , dedi Katana , ben taşırım . ",4810
759007021,false,finalized,3,7/27/2015 15:02:29,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),1.0,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,"Hitler'in Almanya için kimi iyi şeyler yaptığına , Karl Marks'ın dört ayak üstünde çocukları sırtında gezdiren , büyümeyen bir çocuk olarak kaldığına hayretle muttali oluyorsunuz . ",4811
759007022,false,finalized,3,7/27/2015 15:22:25,"Dolaşmak, yürümek (Kunduralarını çıkarır, satar, yalın ayak gezerdi.)",1.0,,"Dolaşmak, yürümek (Kunduralarını çıkarır, satar, yalın ayak gezerdi.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bulunmak (Şapkam burada ne geziyor?),Bir yerde gezi yapmak (Geçen yaz Batı Anadolu'yu gezdik.),N.A,N.A,N.A,N.A,N.A,N.A,gez,1,"Hitler'in Almanya için kimi iyi şeyler yaptığına , Karl Marks'ın dört ayak üstünde çocukları sırtında gezdiren , büyümeyen bir çocuk olarak kaldığına hayretle muttali oluyorsunuz . ",4811
759007023,false,finalized,3,7/27/2015 14:38:54,"Olduğu yeri ve durumu korumak, sürdürmek (Sıkı sıkı kucakladı ve öylece kaldı.)",0.6921,,"Olduğu yeri ve durumu korumak, sürdürmek (Sıkı sıkı kucakladı ve öylece kaldı.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Belirtilen miktarda bulunmak (Sadece üç gün kaldı.),"Konaklamak, yaşamak (Hemen karargâha yerleşmezsem ne geri dönebilir ne de otelde kalabilirdim.)","Geriye atılmak, ertelenmek (Mahkeme ayın on sekizine kaldı.)",Miras olarak geçmek (Çiftlik ana babasından kalmış.),"Yardımcı Fiil: Olmak, herhangi bir durumda bulunmak (Aç kalmak, nefes nefese kalmak, zorunda kalmak)",N.A,N.A,N.A,kal,1,"Hitler'in Almanya için kimi iyi şeyler yaptığına , Karl Marks'ın dört ayak üstünde çocukları sırtında gezdiren , büyümeyen bir çocuk olarak kaldığına hayretle muttali oluyorsunuz . ",4811
759007024,false,finalized,3,7/27/2015 14:53:29,Sipariş etmek (Elbise için kumaş ısmarladım.),0.6249,,Sipariş etmek (Elbise için kumaş ısmarladım.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Emanet etmek (Baban seni bana ısmarladı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,ısmarla,1,Melek sana bir döner ısmarlayayım mı ? . ,4814
759007025,false,finalized,3,7/27/2015 14:24:09,Tespit etmek (Randevu vermek. Ad vermek. İsim vermek.),0.6585,,"Transfer etmek, iletmek (Yemlerini ben veririm.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Tespit etmek (Randevu vermek. Ad vermek. İsim vermek.),"Ayırmak, harcamak (Emek vermek. Zaman vermek. Öncelik vermek.)",Haber vermek (Bunu sana kim haber verdi ?),"Karar, hüküm vermek (Misafirine ikramda bulunmaya karar verdi.)","Yanıt vermek ((Cevap vermek, yqnıt vermek, karşılık vermek))",Hissettirmek (Artık bana heyecan vermiyor.),N.A,N.A,ver,1,"Irak'ta savaş tehdidi yanısıra , Amerika'nın baskısına rağmen AB için Türkiye'ye müzakere tarihi verilmeyeceği yönündeki sinyaller piyasada moral bozdu . ",4815
759007026,false,finalized,3,7/27/2015 14:00:03,Hiçbiri,1.0,,Bir şeyi iş yapamayacak hale getirmek (Bu iki radyo istasyonu birbirini bozuyor.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Aklını yitirecek derecede bir şeye düşkün olmak (mecazi anlam) (Adamcağız politika ile bozmuş.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,boz,1,"Irak'ta savaş tehdidi yanısıra , Amerika'nın baskısına rağmen AB için Türkiye'ye müzakere tarihi verilmeyeceği yönündeki sinyaller piyasada moral bozdu . ",4815
759007027,false,finalized,3,7/27/2015 13:57:00,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",1.0,,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Ad vermek (Muşmulaya döngel de derler.),Bir dilde karşılığı olmak,"Herhangi bir kanıya, yargıya varmak (Bu işe herkes ne der?)",N.A,N.A,N.A,N.A,N.A,de,1,"Bana şunu söyledi : Ben , dedi , askeri bir hakimim , fakat bu tahkikatın doğru yapıldığına ben de inanmadım . ",4817
759007028,false,finalized,3,7/27/2015 14:08:03,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),0.6639,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,"Bana şunu söyledi : Ben , dedi , askeri bir hakimim , fakat bu tahkikatın doğru yapıldığına ben de inanmadım . ",4817
759007029,false,finalized,3,7/27/2015 13:05:37,Dengesini yitirerek aşağı inmek (Havada uçan kuş vurulmuş gibi birdenbire sokağa düşüyor.),1.0,,Dengesini yitirerek aşağı inmek (Havada uçan kuş vurulmuş gibi birdenbire sokağa düşüyor.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Eksilmek (Gündelikleri yarı yarıya düşmüştü.),Aşırı ilgi veya sevgi göstermek (Sen bu işin üstüne çok düştün.),Payına ayrılmak (Mirastan ona bu ev düştü.),"Deyimlerde kullanılan Yürümek, birlikte gelmek (Önüne, peşine, arkasına düşmek. Yola düşmek.)","Olmak, olumsuz bir duruma girmek (Yorgun düşmek. Zayıf düşmek. Şehit düşmek. Esir düşmek)","Uğramak, kapılmak (Kadınlar yeni baştan telaşa, heyecana, korkuya düştüler.)",N.A,N.A,düş,1,Saime Sezginler'in avukatı ve daha sonraki yıllarda Eşref Bitlis'in düşen uçağı ile ilgili davalarda en önemli yoldaşı Nusret Senem bindokuzyüzelli doğumlu bir avukattı . ,4819
759007030,false,finalized,3,7/27/2015 14:56:32,"Ulaşmak, varmak (Gurbetten gelmişim yorgunum, hancı.)",1.0,,"Ulaşmak, varmak (Gurbetten gelmişim yorgunum, hancı.)",Kazanılmak (Çiftlikten onlara ayda beş yüz milyon lira gelir.),Uymak (Bu ayakkabı sana küçük gelir.),"Görünmek, sanılmak (Ayıp gelmek, tanıdık gelmek)",Mal olmak (Bu bardakların tanesi yüz liraya geldi.),Herhangi bir sırada bulunmak (Yarışta birinci geldi.),"Yapabilmek, elinden gelmek",İçinden gelmek (Çok içimden geldi.),Yönelme durumundaki bazı kelimelere getirilerek yapılan birleşik fiil (Yola gelmek. Meydana gelmek. Hatıra gelmek. Akla gelmek),İsabet etmek (Attığı top gözüme geldi.),Varlığını sürdürmek (Eski çağlardan birçok anıt çağımıza kadar gelmiştir.),"Belli bir süre dolmak (Vakit kuşluğu aşmış, öğleye geliyordu.)","İzlemek, takip etmek. (Çocuklar arkadan geliyordu.)",Eklenmek (Türkçede ekler kelimelerin sonuna gelir.),"Dayanmak (Birazcık üşütmeye gelmiyor, hemen hastalanıyor.)",Doğruluğuna hak vermek (Dediğime geldiniz mi?),Etkisini herhangi bir biçimde göstermek (Burası bana çok sıcak geldi.),gel,1,"Yoğun siste uçak piste doğru gelirken pilota "" Yaklaşma hattının solunda kaldın "" uyarısı yapıldığı , bunun üzerine pilotun uçağı düzeltmeye çalıştığı , ancak sol dikmenin ( ana iniş takımı solu ) tepeye çarptığı ifade edildi . ",4820
759007031,false,finalized,3,7/27/2015 15:10:47,"Olduğu yeri ve durumu korumak, sürdürmek (Sıkı sıkı kucakladı ve öylece kaldı.)",0.6634,,"Olduğu yeri ve durumu korumak, sürdürmek (Sıkı sıkı kucakladı ve öylece kaldı.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Belirtilen miktarda bulunmak (Sadece üç gün kaldı.),"Konaklamak, yaşamak (Hemen karargâha yerleşmezsem ne geri dönebilir ne de otelde kalabilirdim.)","Geriye atılmak, ertelenmek (Mahkeme ayın on sekizine kaldı.)",Miras olarak geçmek (Çiftlik ana babasından kalmış.),"Yardımcı Fiil: Olmak, herhangi bir durumda bulunmak (Aç kalmak, nefes nefese kalmak, zorunda kalmak)",N.A,N.A,N.A,kal,1,"Yoğun siste uçak piste doğru gelirken pilota "" Yaklaşma hattının solunda kaldın "" uyarısı yapıldığı , bunun üzerine pilotun uçağı düzeltmeye çalıştığı , ancak sol dikmenin ( ana iniş takımı solu ) tepeye çarptığı ifade edildi . ",4820
759007032,false,finalized,3,7/27/2015 14:14:04,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),0.6626,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,"Yoğun siste uçak piste doğru gelirken pilota "" Yaklaşma hattının solunda kaldın "" uyarısı yapıldığı , bunun üzerine pilotun uçağı düzeltmeye çalıştığı , ancak sol dikmenin ( ana iniş takımı solu ) tepeye çarptığı ifade edildi . ",4820
759007033,false,finalized,3,7/27/2015 14:00:55,"Bir şeyi oluşturmak  için emek harcamak (Çalışan ilerler, yerinde kalmaz.)",0.6743,,"Bir şeyi oluşturmak  için emek harcamak (Çalışan ilerler, yerinde kalmaz.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"İşi veya görevi olmak, bulunmak (Artık, diğer otellerde kaç kişi çalışıyor hesaplayın.)",Bir şeyi öğrenmek veya yapmak için emek vermek (Üç senedir piyano çalmaya çalışıyor.),N.A,N.A,N.A,N.A,N.A,N.A,çalış,1,"Yoğun siste uçak piste doğru gelirken pilota "" Yaklaşma hattının solunda kaldın "" uyarısı yapıldığı , bunun üzerine pilotun uçağı düzeltmeye çalıştığı , ancak sol dikmenin ( ana iniş takımı solu ) tepeye çarptığı ifade edildi . ",4820
759007034,false,finalized,3,7/27/2015 14:12:57,"Hızla değmek, vurmak. (Ortada duran uzun bir masaya çarptım.)",1.0,,"Hızla değmek, vurmak. (Ortada duran uzun bir masaya çarptım.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Etkisiyle birdenbire hasta etmek (Güneş çarptı.),Dolandırmak (Köprüden denizi seyredenlerin cüzdanını hep çarparlar.),"Kalp, hızlı hızlı vurmak. (Onu görünce kalbim hızlı hızlı çarpıyor.)","Matematik işlemi. (İki ile ikiyi çarparsak, dört eder.)",N.A,N.A,N.A,N.A,çarp,1,"Yoğun siste uçak piste doğru gelirken pilota "" Yaklaşma hattının solunda kaldın "" uyarısı yapıldığı , bunun üzerine pilotun uçağı düzeltmeye çalıştığı , ancak sol dikmenin ( ana iniş takımı solu ) tepeye çarptığı ifade edildi . ",4820
759007035,false,finalized,3,7/27/2015 14:55:24,"Bası işi yapmak, tabetmek (Fotoğraflarımızı basmışlar.)",1.0,,Ayağı bir yere basmak (Motor çalıştıktan sonra debriyaja basarsınız.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Bası işi yapmak, tabetmek (Fotoğraflarımızı basmışlar.)",Ani bir baskın yapmak (Ölen kızın intikamını almak için köyü basıp yakmış.),"Bir kimse bir yaşa girmek (On dokuz yaşına yeni basmış, ürkek ve utangaç bir kızdım.)",N.A,N.A,N.A,N.A,N.A,bas,1,"ÖDP'nin sempozyum , konser , panel gibi etkinlikleri duyurmak için bastırdığı bazı afişler de seçim yasakları kapsamında sayıldı ve polis tarafından toplatıldı . ",4821
759007036,false,finalized,3,7/27/2015 12:49:43,Yerine koymak (Her çiçekten bal eyledik / Arıya saydılar bizi),0.6812,,Yerine koymak (Her çiçekten bal eyledik / Arıya saydılar bizi),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Sayısını bulmak için saymak (Kaç kalem var say bakalım.),Hesaba katmak (Bundan önce verdiğimi saymıyor musun ?),N.A,N.A,N.A,N.A,N.A,N.A,say,1,"ÖDP'nin sempozyum , konser , panel gibi etkinlikleri duyurmak için bastırdığı bazı afişler de seçim yasakları kapsamında sayıldı ve polis tarafından toplatıldı . ",4821
759007037,false,finalized,3,7/27/2015 14:57:02,Dağınıklıktan kurtarmak (Odanı topla dedim sana.),0.6688,,"Bir araya getirmek (Şairin bütün eserlerini, bütün hatıralarını toplayacak)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Dağınıklıktan kurtarmak (Odanı topla dedim sana.),Sayıları toplamak (İki ile ikiyi topladım),N.A,N.A,N.A,N.A,N.A,N.A,topla,1,"ÖDP'nin sempozyum , konser , panel gibi etkinlikleri duyurmak için bastırdığı bazı afişler de seçim yasakları kapsamında sayıldı ve polis tarafından toplatıldı . ",4821
759007038,false,finalized,3,7/27/2015 13:56:12,Hiçbiri,0.6628,,Bir şeyi ya da kişiyi bulunduğu yerden ayırmak (Sağ elinin çevik bir hareketiyle başındaki tülbendi çekip aldı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Satın almak (Marketten süt aldım.),"Kısaltmak, eksiltmek. (Ceketin boyundan aldım.)",Temizlemek. (Karyolanın altını süpürge ile al.),İçeri girmesini sağlamak (Delikanlıyı evine almış.),"Yol gitmek, yol almak (O yolu bir saatte alırsınız.)",Kazanç sağlamak. (Bir pantolondan beş yüz lira alıyorlar.),Kabul etmek (İki hafta sonra beni işe aldılar.),"Yer almak, arasında bulunmak (Eczacıbaşı Holding üçüncü sırada yer alıyor.)",al,1,"Ailenin yakınlarından alınan bilgiye göre Altuğ Ulusu , aslında Diyarbakır'a gidecek olan uçağın ikinci pilotu değildi . ",4824
759007039,false,finalized,3,7/27/2015 13:35:03,"Bir yere doğru yönelmek, ulaşmak (Nereye gidiyorsun?)",1.0,,"Bir yere doğru yönelmek, ulaşmak (Nereye gidiyorsun?)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir durumun sürmesi (Ama böyle giderse Allah hemen sonunu hayırlara tebdil etsin.),Yakışmak (Bu renk ona gitmedi.),"Tüketilmek, harcanmak (Eline geçen paranın çoğu da İstanbul'da çoluğa çocuğa gidiyor.)","Yeter olmak, yetmek, yetişmek (İki ton kömür üç ay gider.)",Yok olmak (Gemiler ve saray hepsi gitti.),Satılmak (Altın kaçtan gidiyor?),"Yardımcı Fiil: Değerlendirmek, saymak, karşılamak (Bu iş hoşuma gitmedi, tuhafıma gitti.)",N.A,git,1,"Ailenin yakınlarından alınan bilgiye göre Altuğ Ulusu , aslında Diyarbakır'a gidecek olan uçağın ikinci pilotu değildi . ",4824
759007040,false,finalized,3,7/27/2015 13:09:50,"Bir büyüğe veya nezaket gereğince bir kimseye bir şeyi vermek, arz etmek, yollamak (yeni bir kartlı ödeme sistemini kullanıma sundu.)",1.0,,"Bir büyüğe veya nezaket gereğince bir kimseye bir şeyi vermek, arz etmek, yollamak (yeni bir kartlı ödeme sistemini kullanıma sundu.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Radyoda, televizyonda, bir eğlence yerinde programı takdim etmek (89 yaşındaki aktöre Bacara&Resort Spa'da düzenlenen gala gecesinde ödülünü aktris Gena Rowlands sundu.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,sun,1,"yönetim kurulunun sayın üyeleri kendi aralarında paralel bağlanarak , bu düşünce deneyini acaba bilim dünyasına gerçek bir deney olarak sunabilirler mi ? ( ) . ",4825
759007041,false,finalized,3,7/27/2015 15:04:43,Hiçbiri,1.0,,"Geçme işini yaptırmak, geçmesini sağlamak",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Zaman harcamak,N.A,N.A,N.A,N.A,N.A,N.A,N.A,geçir,1,Pilot Yunak'ın sinir krizleri geçiren annesi Rüveyde Yunak ile ablası Asuman Taran ise doktor ' .. ,4826
759007042,false,finalized,3,7/27/2015 14:36:15,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",1.0,,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Ad vermek (Muşmulaya döngel de derler.),Bir dilde karşılığı olmak,"Herhangi bir kanıya, yargıya varmak (Bu işe herkes ne der?)",N.A,N.A,N.A,N.A,N.A,de,1,Ne dedi biliyor musun geçen gün telefonda . ,4827
759007043,false,finalized,3,7/27/2015 13:47:06,"Anlamak, farkına varmak. (Bazı akşamlar bakarım Halil savuşur, nereye gittiğini de kimseye söylemez.)",652,,Bakışı bir şey üzerine çevirmek. (Hangi resmime baksam ben değilim.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Beslemek, geçindirmek. (Üç çocuklu bir aileye bakıyor.)","Anlamak, farkına varmak. (Bazı akşamlar bakarım Halil savuşur, nereye gittiğini de kimseye söylemez.)",N.A,N.A,N.A,N.A,N.A,N.A,bak,1,"Kemal : Bakın , bu ideolojik bir kavrayıştır , aynı zamanda . ",4828
759007044,false,finalized,3,7/27/2015 14:21:19,Hiçbiri,0.7064,,"Uzun duruma gelmek, boyu büyümek (Kısa boylu Japon cinsi bile sporla üç parmak uzadı.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Çok zaman tutmak, uzun sürmek (Yılan masalı gibi uzadı gitti bu iş)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,uza,1,"Çok yer kaplamayan bir kitaplık rafıyla ikiye bölünmüş salonda , havagazı yakan şömineyle , salonun bu yanındaki pencerelere doğru uzanan sedirin üzerindeydim . ",4829
759007045,false,finalized,3,7/27/2015 14:50:46,Tespit etmek (Randevu vermek. Ad vermek. İsim vermek.),0.6633,,"Transfer etmek, iletmek (Yemlerini ben veririm.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Tespit etmek (Randevu vermek. Ad vermek. İsim vermek.),"Ayırmak, harcamak (Emek vermek. Zaman vermek. Öncelik vermek.)",Haber vermek (Bunu sana kim haber verdi ?),"Karar, hüküm vermek (Misafirine ikramda bulunmaya karar verdi.)","Yanıt vermek ((Cevap vermek, yqnıt vermek, karşılık vermek))",Hissettirmek (Artık bana heyecan vermiyor.),N.A,N.A,ver,1,Türkiye'ye müzakere tarihi verilmemesi ancak Güney Kıbrıs'ın AB'ye alınması durumunda işler karışabilir . ,4830
759007046,false,finalized,3,7/27/2015 13:26:14,Kabul etmek (İki hafta sonra beni işe aldılar.),1.0,,Bir şeyi ya da kişiyi bulunduğu yerden ayırmak (Sağ elinin çevik bir hareketiyle başındaki tülbendi çekip aldı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Satın almak (Marketten süt aldım.),"Kısaltmak, eksiltmek. (Ceketin boyundan aldım.)",Temizlemek. (Karyolanın altını süpürge ile al.),İçeri girmesini sağlamak (Delikanlıyı evine almış.),"Yol gitmek, yol almak (O yolu bir saatte alırsınız.)",Kazanç sağlamak. (Bir pantolondan beş yüz lira alıyorlar.),Kabul etmek (İki hafta sonra beni işe aldılar.),"Yer almak, arasında bulunmak (Eczacıbaşı Holding üçüncü sırada yer alıyor.)",al,1,Türkiye'ye müzakere tarihi verilmemesi ancak Güney Kıbrıs'ın AB'ye alınması durumunda işler karışabilir . ,4830
759007047,false,finalized,3,7/27/2015 15:07:16,Birbirinin içine girmek (Araba sallana sallana içim bağrım birbirine karıştı.),1.0,,Birbirinin içine girmek (Araba sallana sallana içim bağrım birbirine karıştı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Bulanmak, duruluğunu yitirmek (Aklım karıştı)","Müdahale etmek, burnunu sokmak (Sokakta herkes kadın kıyafetine karışmak hakkını kendinde görürdü.)",N.A,N.A,N.A,N.A,N.A,N.A,karış,1,Türkiye'ye müzakere tarihi verilmemesi ancak Güney Kıbrıs'ın AB'ye alınması durumunda işler karışabilir . ,4830
759007048,false,finalized,3,7/27/2015 14:04:01,Yerinden ayrılmak (Terazinin bir gözü inince öbürü kalkar.),1.0,,Yerinden ayrılmak (Terazinin bir gözü inince öbürü kalkar.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Yola çıkmak (Tren saat onda kalktı.),"Varlığı, hayatı son bulmak (Halifelik kalktı.)","Girişmek, başlamak",N.A,N.A,N.A,N.A,N.A,kalk,1,"Yazları , harman yerlerinden kalkıp uçup gelen ve insanı hışır hışır kaşındıran yal tozlarını kokladıkları Mihalıcık Köyü yerine , şimdi Sapanca'nın hanımeli kokulu durgun mavi göle bakan dubleks evine gelebilmek için , kolay değil işte , böyle gece gündüz çalışmak gerekiyordu . ",4831
