_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,farg_secim,farg_secim:confidence,hata,orig__golden,arg0,arg1,arg2,arg3,arg4,ex0,ex1,ex2,farg,farg_secim_gold,farg_secim_gold_reason,pred,pred_no,senseid,sent,sid
853878282,false,finalized,3,1/2/2016 22:25:12,içinde bulunulan durum (ne/nasıl kaldığı),1.0,"

","",kalan,içinde bulunulan durum (ne/nasıl kaldığı),N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Aç kalmak, nefes nefese kalmak</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kalmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içinde bulunulan durum (ne/nasıl kaldığı)</b>: Aç<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içinde bulunulan durum (ne/nasıl kaldığı)</b>: nefes nefese<br>",N.A,N.A,yaşamak,"","",kal,1,6,"Rusların yönetimine girmeden önce de Saka Türklerinin hegemonyası altında yaşamak zorunda kalmaları , Mançu Tunguz dil grubuna bağlı Evenceyi unutmalarına neden oldu . ",917
853878283,false,finalized,3,12/31/2015 09:39:48,içinde bulunulan durum (ne/nasıl kaldığı),1.0,"

","",kalan,içinde bulunulan durum (ne/nasıl kaldığı),N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Aç kalmak, nefes nefese kalmak</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kalmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içinde bulunulan durum (ne/nasıl kaldığı)</b>: Aç<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içinde bulunulan durum (ne/nasıl kaldığı)</b>: nefes nefese<br>",N.A,N.A,zorunda,"","",kal,1,6,"Rusların yönetimine girmeden önce de Saka Türklerinin hegemonyası altında yaşamak zorunda kalmaları , Mançu Tunguz dil grubuna bağlı Evenceyi unutmalarına neden oldu . ",917
853878284,false,finalized,3,1/2/2016 13:05:00,unutulan şey,1.0,"

","",unutan,unutulan şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Kaç kere aynı palavralarla kendimi avutmuş, öfkemi geçirmiş, sonradan hepsini unutmuştum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: unutmuştum<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)</b>: sonradan<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>unutulan şey</b>: hepsini<br>",N.A,N.A,Evenceyi,"","",unut,1,1,"Rusların yönetimine girmeden önce de Saka Türklerinin hegemonyası altında yaşamak zorunda kalmaları , Mançu Tunguz dil grubuna bağlı Evenceyi unutmalarına neden oldu . ",917
853878285,false,finalized,3,12/29/2015 19:16:56,neden olan kuvvet,0.6819,"

","",neden olan kuvvet,ortaya çıkacak aksiyon,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Tüm bunlar hüzünlenmesine neden olmuştu.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: neden olmuştu<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>neden olan kuvvet</b>: Tüm bunlar<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ortaya çıkacak aksiyon</b>: hüzünlenmesine<br>,N.A,N.A,kalmaları,"","",ol,1,17,"Rusların yönetimine girmeden önce de Saka Türklerinin hegemonyası altında yaşamak zorunda kalmaları , Mançu Tunguz dil grubuna bağlı Evenceyi unutmalarına neden oldu . ",917
853878286,false,finalized,3,1/1/2016 10:24:10,ortaya çıkacak aksiyon,1.0,"

","",neden olan kuvvet,ortaya çıkacak aksiyon,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Tüm bunlar hüzünlenmesine neden olmuştu.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: neden olmuştu<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>neden olan kuvvet</b>: Tüm bunlar<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ortaya çıkacak aksiyon</b>: hüzünlenmesine<br>,N.A,N.A,unutmalarına,"","",ol,1,17,"Rusların yönetimine girmeden önce de Saka Türklerinin hegemonyası altında yaşamak zorunda kalmaları , Mançu Tunguz dil grubuna bağlı Evenceyi unutmalarına neden oldu . ",917
853878287,false,finalized,3,1/1/2016 16:37:09,ortaya çıkacak aksiyon,0.3389,"

","",neden olan kuvvet,ortaya çıkacak aksiyon,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Tüm bunlar hüzünlenmesine neden olmuştu.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: neden olmuştu<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>neden olan kuvvet</b>: Tüm bunlar<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ortaya çıkacak aksiyon</b>: hüzünlenmesine<br>,N.A,N.A,neden,"","",ol,1,17,"Rusların yönetimine girmeden önce de Saka Türklerinin hegemonyası altında yaşamak zorunda kalmaları , Mançu Tunguz dil grubuna bağlı Evenceyi unutmalarına neden oldu . ",917
853878288,false,finalized,3,1/2/2016 22:39:24,konuşulan konu,1.0,"

","",konuşan,konuşulan konu,kiminle konuşulduğu,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Son beraber olduğum adamı anlatmış mıydım sana ?</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>konuşulan konu</b>: Son beraber olduğum adamı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>kiminle konuşulduğu</b>: sana<br>,N.A,N.A,şu,"","",anlat,1,1,"Ne tuhaf şeyler değil mi , şu anlattıklarım size ? ",918
853878289,false,finalized,3,12/29/2015 18:39:47,ne ettiği/yaptığı,1.0,"

","","eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,Bozduğunu,"","",et,1,6,Bozduğunu onun tamir etmesi imkansızdı artık . ,919
853878290,false,finalized,3,12/30/2015 14:50:09,"eden, yapan",0.6499,"

","","eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,onun,"","",et,1,6,Bozduğunu onun tamir etmesi imkansızdı artık . ,919
853878291,false,finalized,3,12/30/2015 23:39:40,ne ettiği/yaptığı,0.6622,"

","","eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,tamir,"","",et,1,6,Bozduğunu onun tamir etmesi imkansızdı artık . ,919
853878292,false,finalized,3,12/30/2015 06:53:29,açan kişi/şey,1.0,"

","",açan kişi/şey,açılan şey/kişi,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Kapıyı açıp içeri giriyorum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: açıp<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>açılan şey/kişi</b>: Kapıyı<br>,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Kollarını açtı.</i></font><br>,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bakan, tütün piyasasını açtı.</i></font><br>",komutanlar,"","",aç,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878293,false,finalized,3,1/2/2016 09:34:17,açılan şey/kişi,1.0,"

","",açan kişi/şey,açılan şey/kişi,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Kapıyı açıp içeri giriyorum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: açıp<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>açılan şey/kişi</b>: Kapıyı<br>,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Kollarını açtı.</i></font><br>,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bakan, tütün piyasasını açtı.</i></font><br>",konusunu,"","",aç,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878294,false,finalized,3,12/29/2015 17:58:39,yapılan,1.0,"

","",yapan,yapılan,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>O gün son resmi sayılabilecek son otoportresini yaptı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yaptı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)</b>: O gün<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>yapılan</b>: son resmi sayılabilecek son otoportresini<br>",N.A,N.A,uyarıyı,"","",yap,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878295,false,finalized,3,12/31/2015 13:24:09,yapan,1.0,"

","",yapan,yapılan,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>O gün son resmi sayılabilecek son otoportresini yaptı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yaptı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)</b>: O gün<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>yapılan</b>: son resmi sayılabilecek son otoportresini<br>",N.A,N.A,Cumhurbaşkanı'nın,"","",yap,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878296,false,finalized,3,1/3/2016 01:15:10,Eylemle ilişkili değil,0.3494,"

","",yapan,yapılan,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>O gün son resmi sayılabilecek son otoportresini yaptı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yaptı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)</b>: O gün<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>yapılan</b>: son resmi sayılabilecek son otoportresini<br>",N.A,N.A,konuda,"","",yap,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878297,false,finalized,3,12/30/2015 16:36:53,Eylemle ilişkili değil,0.3488,"

","",hatırlayan,hatırlanan,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Düşünüyorum da gizemli bir korkudan başka pek bir şey anımsamıyorum</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>hatırlanan</b>: gizemli bir korkudan başka pek bir şey<br>,N.A,N.A,gerecek,"","",anımsa,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878298,false,finalized,3,12/30/2015 18:45:36,hatırlanan,1.0,"

","",hatırlayan,hatırlanan,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Düşünüyorum da gizemli bir korkudan başka pek bir şey anımsamıyorum</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>hatırlanan</b>: gizemli bir korkudan başka pek bir şey<br>,N.A,N.A,uyarıyı,"","",anımsa,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878299,false,finalized,3,1/1/2016 10:29:00,çektiği/gerdiği kişi/şey,0.6658,"

","",çeken/geren kişi/şey,çektiği/gerdiği kişi/şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Yayı daha germe / Kıracaksın.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: germe<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>çektiği/gerdiği kişi/şey</b>: Yayı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Miktarı (yüzde elli), (az, çok, biraz), (benden fazla) vb. </b>: daha<br>",N.A,N.A,davranışlardan,"","",ger,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878300,false,finalized,3,1/2/2016 21:14:07,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)",0.6391,"

","",çeken/geren kişi/şey,çektiği/gerdiği kişi/şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Yayı daha germe / Kıracaksın.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: germe<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>çektiği/gerdiği kişi/şey</b>: Yayı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Miktarı (yüzde elli), (az, çok, biraz), (benden fazla) vb. </b>: daha<br>",N.A,N.A,anımsatarak,"","",ger,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878301,false,finalized,3,12/30/2015 08:25:50,çektiği/gerdiği kişi/şey,0.6441,"

","",çeken/geren kişi/şey,çektiği/gerdiği kişi/şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Yayı daha germe / Kıracaksın.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: germe<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>çektiği/gerdiği kişi/şey</b>: Yayı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Miktarı (yüzde elli), (az, çok, biraz), (benden fazla) vb. </b>: daha<br>",N.A,N.A,toplumu,"","",ger,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878302,false,finalized,3,1/2/2016 20:48:51,neyden kaçınıldığı,1.0,"

","",kaçınan,N.A,N.A,neyden kaçınıldığı,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Onu sinirlendirmekten kaçın.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kaçın<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>neyden kaçınıldığı</b>: Onu sinirlendirmekten<br>,N.A,N.A,davranışlardan,"","",kaçın,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878303,false,finalized,3,12/29/2015 17:56:11,gereken şey,1.0,"

","",neye/kime gerektiği,gereken şey,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Dünyaya bakmayı aşıp dünyayı görme noktasına ulaştığımızda neye talip olmamız gerektiğini de anlarız.</i></font><br>,N.A,N.A,kaçınılması,"","",gerek,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878304,false,finalized,3,12/30/2015 21:28:22,konuşan,1.0,"

","",konuşan,konuşulan konu,kiminle konuşulduğu,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Son beraber olduğum adamı anlatmış mıydım sana ?</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>konuşulan konu</b>: Son beraber olduğum adamı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>kiminle konuşulduğu</b>: sana<br>,N.A,N.A,komutanlar,"","",anlat,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878305,false,finalized,3,12/30/2015 01:10:24,konuşulan konu,1.0,"

","",konuşan,konuşulan konu,kiminle konuşulduğu,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Son beraber olduğum adamı anlatmış mıydım sana ?</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>konuşulan konu</b>: Son beraber olduğum adamı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>kiminle konuşulduğu</b>: sana<br>,N.A,N.A,gerektiğini,"","",anlat,1,1,"Türban konusunu da açan komutanlar , bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . ",920
853878306,false,finalized,3,12/30/2015 14:32:03,ısırdığı şey,1.0,"

","",ısıran kişi,ısırdığı şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Dolu bir kadeh içti ve meze yerine alt dudağını ısırdı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: ısırdı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Cümle başındaki Bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da Seslenme (Allahım, duy sesimi)</b>: ve<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)</b>: meze yerine<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ısırdığı şey</b>: alt dudağını<br>",N.A,N.A,Bacağımı,"","",ısır,1,1,"Bacağımı da sabah değil , gece köpek ısırdı . ",921
853878307,false,finalized,3,1/2/2016 09:49:53,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",1.0,"

","",ısıran kişi,ısırdığı şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Dolu bir kadeh içti ve meze yerine alt dudağını ısırdı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: ısırdı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Cümle başındaki Bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da Seslenme (Allahım, duy sesimi)</b>: ve<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)</b>: meze yerine<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ısırdığı şey</b>: alt dudağını<br>",N.A,N.A,gece,"","",ısır,1,1,"Bacağımı da sabah değil , gece köpek ısırdı . ",921
853878308,false,finalized,3,1/1/2016 02:08:00,ısıran kişi,1.0,"

","",ısıran kişi,ısırdığı şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Dolu bir kadeh içti ve meze yerine alt dudağını ısırdı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: ısırdı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Cümle başındaki Bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da Seslenme (Allahım, duy sesimi)</b>: ve<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)</b>: meze yerine<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ısırdığı şey</b>: alt dudağını<br>",N.A,N.A,köpek,"","",ısır,1,1,"Bacağımı da sabah değil , gece köpek ısırdı . ",921
853878309,false,finalized,3,12/30/2015 15:32:43,giren kişi,1.0,"

","",giren kişi,N.A,N.A,N.A,nereye girildiği,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Birlikte kiliseden içeri giriyoruz, ben topallıyorum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: giriyoruz<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Kiminle (Kardeşimle, NATOyla, onlarla)</b>: Birlikte<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereye girildiği</b>: kiliseden içeri<br>",N.A,N.A,Ben,"","",gir,1,1,Ben şimdi içeriye giriyorum . ,922
853878310,false,finalized,3,12/31/2015 07:18:07,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",1.0,"

","",giren kişi,N.A,N.A,N.A,nereye girildiği,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Birlikte kiliseden içeri giriyoruz, ben topallıyorum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: giriyoruz<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Kiminle (Kardeşimle, NATOyla, onlarla)</b>: Birlikte<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereye girildiği</b>: kiliseden içeri<br>",N.A,N.A,şimdi,"","",gir,1,1,Ben şimdi içeriye giriyorum . ,922
853878311,false,finalized,3,1/2/2016 16:37:55,nereye girildiği,1.0,"

","",giren kişi,N.A,N.A,N.A,nereye girildiği,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Birlikte kiliseden içeri giriyoruz, ben topallıyorum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: giriyoruz<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Kiminle (Kardeşimle, NATOyla, onlarla)</b>: Birlikte<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereye girildiği</b>: kiliseden içeri<br>",N.A,N.A,içeriye,"","",gir,1,1,Ben şimdi içeriye giriyorum . ,922
853878312,false,finalized,3,12/29/2015 18:51:13,onanan,1.0,"

","",onayan,onanan,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Makaleniz onandı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: onandı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>onanan</b>: Makaleniz<br>,N.A,N.A,bang,"","",ona,1,1,"İkincisi , big bang bilim dünyasında yaygın olarak onanan değil yaygın olarak propagandası yapılan bir senaryodur . ",923
